Time start,Time stop,Organic,Sulfate,Ammonium,Nitrate,Chloride
9/19/14 9:37,9/19/14 9:39,3.6129,0.558637,0.186443,0.0353447,0.0069854
9/19/14 9:45,9/19/14 9:47,3.4998,0.538112,0.186662,0.0347646,0.0104367
9/19/14 9:53,9/19/14 9:55,3.71523,0.540404,0.191067,0.0509023,0.00844928
9/19/14 10:01,9/19/14 10:03,3.84479,0.514776,0.195632,0.0496775,0.0092918
9/19/14 10:09,9/19/14 10:11,3.88188,0.535083,0.203529,0.05857,0.0106091
9/19/14 10:17,9/19/14 10:19,3.66428,0.528199,0.207491,0.0661021,0.0109482
9/19/14 10:25,9/19/14 10:27,3.54199,0.507729,0.212151,0.0559448,0.00788117
9/19/14 10:33,9/19/14 10:35,3.52765,0.525365,0.200146,0.0629383,0.0101928
9/19/14 10:41,9/19/14 10:43,3.62454,0.530459,0.19658,0.0415519,0.0123618
9/19/14 10:49,9/19/14 10:51,3.42606,0.520374,0.202605,0.0599459,0.0143658
9/19/14 10:57,9/19/14 10:59,3.51209,0.523105,0.198084,0.065033,0.0144765
9/19/14 11:05,9/19/14 11:07,3.6109,0.554019,0.186849,0.0421206,0.00945923
9/19/14 11:13,9/19/14 11:15,3.70865,0.531681,0.198976,0.0675984,0.0137246
9/19/14 11:21,9/19/14 11:23,3.90429,0.547943,0.197137,0.0453997,0.0116422
9/19/14 11:29,9/19/14 11:31,3.95892,0.531531,0.19669,0.0649122,0.0125645
9/19/14 11:37,9/19/14 11:39,3.91816,0.531747,0.195294,0.0619548,0.0110774
9/19/14 11:45,9/19/14 11:47,3.88147,0.534944,0.185691,0.0481766,0.00742775
9/19/14 11:53,9/19/14 11:55,4.10524,0.520141,0.192842,0.0651363,0.0123446
9/19/14 12:01,9/19/14 12:03,4.14747,0.563127,0.182015,0.0428489,0.00908889
9/19/14 12:09,9/19/14 12:11,4.37949,0.547941,0.173014,0.0612548,0.00980399
9/19/14 12:17,9/19/14 12:19,3.91895,0.545254,0.175825,0.0456641,0.0108819
9/19/14 12:25,9/19/14 12:27,3.82057,0.529574,0.181191,0.0497896,0.0100811
9/19/14 12:33,9/19/14 12:35,3.85384,0.57251,0.185517,0.0432983,0.0087573
9/19/14 12:41,9/19/14 12:43,3.75037,0.563902,0.171598,0.0419112,0.010236
9/19/14 12:49,9/19/14 12:51,3.86643,0.591039,0.180322,0.0329562,0.00798587
9/19/14 12:57,9/19/14 12:59,3.92606,0.56826,0.175886,0.0339282,0.00762991
9/19/14 13:05,9/19/14 13:07,4.02229,0.595402,0.179808,0.0527781,0.010019
9/19/14 14:01,9/19/14 14:03,3.9611,0.70895,0.203527,0.0458959,0.0106249
9/19/14 14:09,9/19/14 14:11,4.27466,0.81492,0.212837,0.0512337,0.00975782
9/19/14 14:17,9/19/14 14:19,4.51223,0.886932,0.242992,0.0638144,0.0116395
9/19/14 15:29,9/19/14 15:31,6.13466,1.02102,0.271991,0.0712755,0.0119246
9/19/14 15:37,9/19/14 15:39,7.05895,1.06309,0.293468,0.0685053,0.00852199
9/19/14 15:45,9/19/14 15:47,6.07397,0.960139,0.244722,0.0753139,0.0103329
9/19/14 15:53,9/19/14 15:55,6.31398,0.962093,0.259717,0.0762452,0.00888177
9/19/14 16:48,9/19/14 16:51,9.22602,1.3116,0.348885,0.120281,0.0197735
9/19/14 16:56,9/19/14 16:59,8.23044,1.15761,0.302035,0.0642347,0.0109694
9/19/14 17:04,9/19/14 17:07,8.972,1.30823,0.339706,0.0879943,0.0108472
9/19/14 17:12,9/19/14 17:15,9.24682,1.41534,0.376976,0.111617,0.0146745
9/19/14 17:20,9/19/14 17:23,11.075,1.48115,0.398033,0.155265,0.0147599
9/19/14 17:28,9/19/14 17:31,9.67171,1.35604,0.355732,0.122721,0.0169156
9/19/14 17:36,9/19/14 17:39,14.0137,1.54128,0.44263,0.241903,0.0284624
9/19/14 17:44,9/19/14 17:47,10.6848,1.42338,0.384811,0.177753,0.0223707
9/19/14 17:52,9/19/14 17:55,8.65416,1.40836,0.375615,0.132084,0.0151623
9/19/14 18:00,9/19/14 18:03,8.47881,1.39905,0.372932,0.132659,0.0143465
9/19/14 18:08,9/19/14 18:11,9.74679,1.43026,0.38448,0.135853,0.0219987
9/19/14 18:16,9/19/14 18:19,8.63543,1.46462,0.390127,0.117081,0.0201457
9/19/14 18:24,9/19/14 18:27,9.78531,1.31539,0.369821,0.079945,0.0165792
9/19/14 18:32,9/19/14 18:35,9.48036,1.28231,0.364578,0.0815745,0.0160846
9/19/14 18:40,9/19/14 18:43,10.3658,1.30928,0.366749,0.105748,0.0175096
9/19/14 18:48,9/19/14 18:51,10.0523,1.39348,0.386347,0.0964499,0.0152137
9/19/14 18:56,9/19/14 18:59,9.78425,1.31059,0.361254,0.126427,0.0162691
9/19/14 19:04,9/19/14 19:07,10.5098,1.29709,0.382104,0.124704,0.0217105
9/19/14 19:12,9/19/14 19:15,9.94649,1.27651,0.367954,0.0852935,0.0187853
9/19/14 19:44,9/19/14 19:47,8.87495,1.26457,0.360645,0.114738,0.0165418
9/19/14 19:52,9/19/14 19:55,8.91529,1.22743,0.353803,0.116498,0.0182915
9/19/14 20:00,9/19/14 20:03,8.82298,1.25326,0.349397,0.0949272,0.0133677
9/19/14 20:08,9/19/14 20:11,8.82632,1.26157,0.358773,0.106912,0.0165056
9/19/14 20:16,9/19/14 20:19,8.69044,1.30643,0.354439,0.0849213,0.0135045
9/19/14 20:24,9/19/14 20:27,8.60011,1.25196,0.35757,0.104323,0.0142664
9/19/14 20:32,9/19/14 20:35,8.76568,1.2803,0.364292,0.101349,0.0154181
9/19/14 20:40,9/19/14 20:43,8.78147,1.25535,0.358001,0.106152,0.0140133
9/19/14 20:48,9/19/14 20:51,8.81378,1.30018,0.360193,0.0928282,0.0112863
9/19/14 20:56,9/19/14 20:59,8.87685,1.24944,0.361138,0.0857105,0.0138499
9/19/14 21:04,9/19/14 21:07,8.84147,1.26777,0.353484,0.0866818,0.0113347
9/19/14 21:12,9/19/14 21:15,8.7961,1.25413,0.342773,0.0928861,0.0175982
9/19/14 21:20,9/19/14 21:23,8.7731,1.28126,0.352898,0.0951496,0.013605
9/19/14 21:28,9/19/14 21:31,8.92253,1.28958,0.350753,0.0768722,0.0115461
9/19/14 21:36,9/19/14 21:39,8.98287,1.24209,0.3524,0.10957,0.0144301
9/19/14 21:44,9/19/14 21:47,8.49155,1.24775,0.349607,0.0801157,0.0144147
9/19/14 21:52,9/19/14 21:55,8.86886,1.24852,0.350509,0.11391,0.0178972
9/19/14 22:00,9/19/14 22:03,8.39813,1.23276,0.346473,0.0867538,0.0151424
9/19/14 22:08,9/19/14 22:11,10.7698,1.24016,0.365557,0.124965,0.0210571
9/19/14 22:16,9/19/14 22:19,9.14324,1.21758,0.371963,0.107406,0.0168261
9/19/14 22:24,9/19/14 22:27,9.347,1.21208,0.3765,0.102386,0.0190868
9/19/14 22:32,9/19/14 22:35,9.45401,1.22546,0.370937,0.123885,0.0179746
9/19/14 22:40,9/19/14 22:43,9.85737,1.24258,0.376635,0.140081,0.0218454
9/19/14 22:48,9/19/14 22:51,9.44643,1.23583,0.368723,0.119059,0.0156393
9/19/14 22:56,9/19/14 22:59,8.95579,1.24263,0.346036,0.088075,0.0168255
9/19/14 23:04,9/19/14 23:07,9.19536,1.24446,0.350823,0.103873,0.0141391
9/19/14 23:12,9/19/14 23:15,11.2127,1.20422,0.391972,0.171208,0.0302621
9/19/14 23:20,9/19/14 23:23,10.3406,1.18561,0.372926,0.139648,0.0244081
9/19/14 23:28,9/19/14 23:31,10.8436,1.23147,0.354983,0.123101,0.0242398
9/19/14 23:36,9/19/14 23:39,10.5693,1.21894,0.353037,0.10875,0.0241542
9/19/14 23:44,9/19/14 23:47,9.84918,1.19786,0.383725,0.123994,0.0218247
9/19/14 23:52,9/19/14 23:55,9.37715,1.1372,0.377806,0.0940903,0.0193094
9/20/14 0:00,9/20/14 0:03,12.3216,1.21548,0.366487,0.112493,0.0335143
9/20/14 0:08,9/20/14 0:11,10.3417,1.18136,0.363341,0.0990421,0.024709
9/20/14 0:16,9/20/14 0:19,11.5327,1.17098,0.379368,0.102022,0.0230812
9/20/14 0:24,9/20/14 0:27,12.7059,1.1871,0.401766,0.124033,0.0273882
9/20/14 0:32,9/20/14 0:35,9.93511,1.16929,0.350914,0.102597,0.0183195
9/20/14 0:40,9/20/14 0:43,9.23806,1.15493,0.353984,0.0930548,0.0146559
9/20/14 0:48,9/20/14 0:51,9.80503,1.17774,0.35352,0.100097,0.0176113
9/20/14 0:56,9/20/14 0:59,9.2887,1.15551,0.36672,0.0827067,0.0171512
9/20/14 1:04,9/20/14 1:07,8.7115,1.16365,0.365658,0.0833945,0.0151872
9/20/14 1:12,9/20/14 1:15,9.49132,1.13704,0.360716,0.100739,0.0143639
9/20/14 1:20,9/20/14 1:23,8.95209,1.14486,0.367506,0.083478,0.0120176
9/20/14 1:28,9/20/14 1:31,9.94006,1.1525,0.369108,0.103308,0.015597
9/20/14 1:36,9/20/14 1:39,8.55092,1.14325,0.337396,0.077393,0.0157345
9/20/14 1:44,9/20/14 1:47,8.7269,1.09553,0.359961,0.0771205,0.0159375
9/20/14 1:52,9/20/14 1:55,8.70607,1.10078,0.312194,0.0834402,0.0144671
9/20/14 2:00,9/20/14 2:03,8.75432,1.11027,0.365971,0.0786326,0.0177099
9/20/14 2:08,9/20/14 2:11,8.95626,1.08814,0.347457,0.0805587,0.0131908
9/20/14 2:16,9/20/14 2:19,8.87581,1.12274,0.318215,0.0834035,0.0169099
9/20/14 2:24,9/20/14 2:27,8.95772,1.14062,0.329537,0.0814799,0.0172262
9/20/14 2:32,9/20/14 2:35,8.60059,1.15318,0.32418,0.0580212,0.0127668
9/20/14 2:40,9/20/14 2:43,8.54992,1.11672,0.348336,0.0925153,0.00952794
9/20/14 2:48,9/20/14 2:51,9.23454,1.14965,0.347793,0.115892,0.0161975
9/20/14 2:56,9/20/14 2:59,9.40994,1.12971,0.371092,0.0894897,0.020422
9/20/14 3:04,9/20/14 3:07,10.7311,1.14484,0.384611,0.121017,0.0224261
9/20/14 3:12,9/20/14 3:15,9.7769,1.16915,0.389812,0.10643,0.0210962
9/20/14 3:20,9/20/14 3:23,9.02748,1.13059,0.364061,0.0851642,0.0138083
9/20/14 3:28,9/20/14 3:31,9.86123,1.14833,0.373738,0.104707,0.0219755
9/20/14 3:36,9/20/14 3:39,8.32788,1.13721,0.383064,0.0918158,0.0113432
9/20/14 3:44,9/20/14 3:47,8.82221,1.13247,0.367977,0.111939,0.0141977
9/20/14 3:52,9/20/14 3:55,9.4387,1.19873,0.374692,0.115558,0.0196613
9/20/14 4:00,9/20/14 4:03,9.51845,1.14752,0.391759,0.118938,0.0170347
9/20/14 4:08,9/20/14 4:11,9.42114,1.1243,0.387702,0.128194,0.0232807
9/20/14 4:16,9/20/14 4:19,9.16598,1.12789,0.389901,0.130076,0.0225779
9/20/14 4:24,9/20/14 4:27,9.36847,1.13011,0.409101,0.11314,0.0255879
9/20/14 4:32,9/20/14 4:35,9.75644,1.23756,0.433209,0.170369,0.0250667
9/20/14 4:40,9/20/14 4:43,10.2301,1.23361,0.440289,0.169236,0.0222082
9/20/14 4:48,9/20/14 4:51,10.4264,1.24102,0.421803,0.13889,0.0209162
9/20/14 4:56,9/20/14 4:59,10.2239,1.22798,0.427202,0.147377,0.0193074
9/20/14 5:04,9/20/14 5:07,10.2289,1.2388,0.434336,0.142338,0.0154714
9/20/14 5:12,9/20/14 5:15,10.0348,1.23905,0.441086,0.145557,0.019383
9/20/14 5:20,9/20/14 5:23,10.0379,1.21908,0.430157,0.149128,0.02096
9/20/14 5:28,9/20/14 5:31,10.0614,1.18384,0.383944,0.107432,0.0143728
9/20/14 5:36,9/20/14 5:39,9.91739,1.23685,0.399198,0.12107,0.0156497
9/20/14 5:44,9/20/14 5:47,9.89113,1.17856,0.423761,0.118087,0.0136
9/20/14 5:52,9/20/14 5:55,9.93962,1.21687,0.407529,0.128995,0.0165611
9/20/14 6:00,9/20/14 6:03,10.0865,1.19219,0.401523,0.133609,0.0154876
9/20/14 6:16,9/20/14 6:19,9.85599,1.15631,0.434828,0.135858,0.0179763
9/20/14 6:24,9/20/14 6:27,9.62993,1.19499,0.430245,0.135523,0.0193301
9/20/14 6:32,9/20/14 6:35,9.71828,1.19968,0.447164,0.152467,0.0189346
9/20/14 6:40,9/20/14 6:43,9.63367,1.16611,0.450977,0.150054,0.0230819
9/20/14 6:48,9/20/14 6:51,9.66741,1.19705,0.432257,0.137159,0.0197976
9/20/14 6:56,9/20/14 6:59,9.92686,1.23599,0.439455,0.145027,0.0191742
9/20/14 7:04,9/20/14 7:07,9.78791,1.16614,0.456569,0.151328,0.0194342
9/20/14 7:12,9/20/14 7:15,9.66684,1.14883,0.475128,0.194943,0.0245011
9/20/14 7:20,9/20/14 7:23,9.38971,1.17001,0.429069,0.107887,0.0183491
9/20/14 7:28,9/20/14 7:31,9.35606,1.14936,0.393933,0.117028,0.0168865
9/20/14 7:36,9/20/14 7:39,9.69633,1.17788,0.39764,0.101563,0.017413
9/20/14 7:44,9/20/14 7:47,9.28277,1.16753,0.422336,0.109742,0.0138864
9/20/14 7:52,9/20/14 7:55,9.19618,1.13588,0.434048,0.133214,0.0195983
9/20/14 8:00,9/20/14 8:03,9.30747,1.15357,0.44293,0.13465,0.0194153
9/20/14 8:08,9/20/14 8:11,9.00751,1.10928,0.419059,0.120765,0.0178305
9/20/14 8:16,9/20/14 8:19,8.96726,1.0949,0.417802,0.102321,0.0151798
9/20/14 8:24,9/20/14 8:27,9.1052,1.11563,0.407505,0.109454,0.0151886
9/20/14 8:32,9/20/14 8:35,9.0988,1.13295,0.396829,0.0993947,0.0148493
9/20/14 8:40,9/20/14 8:43,9.1829,1.14746,0.430856,0.100572,0.0164782
9/20/14 8:48,9/20/14 8:51,8.88981,1.12793,0.427743,0.106209,0.0136566
9/20/14 8:56,9/20/14 8:59,8.68243,1.12163,0.416712,0.103475,0.0136654
9/20/14 9:04,9/20/14 9:07,9.11356,1.13094,0.40486,0.099321,0.0125158
9/20/14 9:12,9/20/14 9:15,8.82321,1.11771,0.403749,0.0992313,0.0127069
9/20/14 9:20,9/20/14 9:23,9.23697,1.14133,0.37824,0.10537,0.0147022
9/20/14 9:28,9/20/14 9:31,9.28044,1.13419,0.408462,0.11315,0.0158921
9/20/14 9:36,9/20/14 9:39,8.9914,1.0953,0.434826,0.125554,0.0131882
9/20/14 9:44,9/20/14 9:47,8.80198,1.08236,0.411735,0.104414,0.0156965
9/20/14 9:52,9/20/14 9:55,8.93811,1.10495,0.410251,0.111884,0.0131058
9/20/14 10:00,9/20/14 10:03,9.22504,1.10161,0.38635,0.116178,0.0148347
9/20/14 10:08,9/20/14 10:11,12.6947,1.22096,0.480628,0.22293,0.0253029
9/20/14 10:16,9/20/14 10:19,10.6611,1.12367,0.426612,0.141976,0.0195953
9/20/14 10:24,9/20/14 10:27,11.6057,1.18765,0.415553,0.13613,0.0196615
9/20/14 10:32,9/20/14 10:35,10.8437,1.12354,0.449022,0.15701,0.0240383
9/20/14 10:40,9/20/14 10:43,11.5407,1.18221,0.446971,0.210758,0.025007
9/20/14 10:48,9/20/14 10:51,10.8652,1.14759,0.459122,0.204339,0.0264447
9/20/14 10:56,9/20/14 10:59,10.4574,1.15036,0.467651,0.225236,0.0281994
9/20/14 11:04,9/20/14 11:07,10.0377,1.15688,0.452938,0.21767,0.0294462
9/20/14 11:12,9/20/14 11:15,9.41989,1.20076,0.431865,0.16444,0.0259916
9/20/14 11:20,9/20/14 11:23,9.62157,1.22759,0.433197,0.167591,0.0248288
9/20/14 11:28,9/20/14 11:31,9.81622,1.28947,0.444017,0.18866,0.0265025
9/20/14 11:36,9/20/14 11:39,10.0419,1.3321,0.433176,0.182453,0.0229515
9/20/14 11:44,9/20/14 11:47,10.5004,1.33305,0.453152,0.205946,0.0217465
9/20/14 11:52,9/20/14 11:55,10.516,1.35459,0.4562,0.199073,0.0279686
9/20/14 12:00,9/20/14 12:03,11.2433,1.38717,0.460447,0.244187,0.0286888
9/20/14 12:08,9/20/14 12:11,11.3659,1.37334,0.460229,0.248333,0.0235747
9/20/14 12:16,9/20/14 12:19,11.462,1.35881,0.477374,0.255806,0.0212911
9/20/14 12:24,9/20/14 12:27,10.9485,1.38334,0.457262,0.238488,0.0190298
9/20/14 12:32,9/20/14 12:35,10.7973,1.41296,0.450035,0.209035,0.0195555
9/20/14 12:40,9/20/14 12:43,10.0306,1.36905,0.431699,0.191733,0.0216825
9/20/14 12:48,9/20/14 12:51,10.0381,1.36615,0.41987,0.2092,0.0188409
9/20/14 12:56,9/20/14 12:59,9.81868,1.39766,0.435821,0.178127,0.0172243
9/20/14 13:04,9/20/14 13:07,9.30883,1.32661,0.418186,0.193323,0.0194835
9/20/14 13:20,9/20/14 13:23,8.56867,1.35529,0.399402,0.154487,0.0182228
9/20/14 13:28,9/20/14 13:31,8.46501,1.3896,0.399861,0.150966,0.016178
9/20/14 13:36,9/20/14 13:39,8.48343,1.37536,0.410811,0.16422,0.0170055
9/20/14 14:08,9/20/14 14:11,8.28448,1.39471,0.423586,0.177623,0.0134784
9/20/14 14:16,9/20/14 14:19,8.56227,1.41241,0.423206,0.209198,0.0185399
9/20/14 14:48,9/20/14 14:51,9.8458,1.48636,0.444712,0.199584,0.01597
9/20/14 14:56,9/20/14 14:59,9.76885,1.46601,0.451516,0.192073,0.0171594
9/20/14 18:40,9/20/14 18:43,6.63685,1.44657,0.398714,0.114552,0.0147441
9/20/14 19:04,9/20/14 19:07,6.95635,1.46308,0.390527,0.14324,0.0147419
9/20/14 19:28,9/20/14 19:31,7.04086,1.47191,0.389367,0.153004,0.0177173
9/20/14 20:00,9/20/14 20:03,6.99909,1.38647,0.381909,0.146589,0.0139119
9/20/14 20:08,9/20/14 20:11,8.77594,1.52617,0.433646,0.144739,0.0188461
9/20/14 20:16,9/20/14 20:19,7.98594,1.47013,0.408458,0.155282,0.0136919
9/20/14 20:24,9/20/14 20:27,8.38894,1.51487,0.42243,0.133445,0.0140202
9/20/14 20:32,9/20/14 20:35,7.77161,1.50572,0.414292,0.146692,0.0107597
9/20/14 20:40,9/20/14 20:43,7.85037,1.41384,0.411532,0.149348,0.0160007
9/20/14 20:48,9/20/14 20:51,6.96409,1.39964,0.393341,0.0878935,0.0155714
9/20/14 20:56,9/20/14 20:59,7.47521,1.43128,0.40538,0.127596,0.0178458
9/20/14 21:04,9/20/14 21:07,8.29679,1.37614,0.388679,0.134865,0.0178206
9/20/14 21:12,9/20/14 21:15,8.55079,1.37945,0.399349,0.146911,0.019436
9/20/14 21:20,9/20/14 21:23,8.54798,1.36415,0.383902,0.152327,0.0179801
9/20/14 21:28,9/20/14 21:31,8.94005,1.37815,0.396155,0.149687,0.0168489
9/20/14 21:36,9/20/14 21:39,8.85277,1.38817,0.391687,0.158867,0.0221851
9/20/14 21:44,9/20/14 21:47,8.8051,1.36509,0.410301,0.16642,0.0199674
9/20/14 21:52,9/20/14 21:55,9.37638,1.39337,0.443099,0.147758,0.0187796
9/20/14 22:00,9/20/14 22:03,6.89963,1.2372,0.356279,0.0925317,0.0127617
9/20/14 22:08,9/20/14 22:11,6.88147,1.23903,0.345722,0.140166,0.0129875
9/20/14 22:16,9/20/14 22:19,4.21615,0.894076,0.24664,0.0614644,0.00848244
9/20/14 22:24,9/20/14 22:27,3.40925,0.69259,0.18684,0.0760402,0.0067602
9/20/14 22:32,9/20/14 22:35,2.85821,0.66147,0.183402,0.0259719,0.0067887
9/20/14 22:40,9/20/14 22:43,4.57723,0.670713,0.193025,0.0779972,0.0109498
9/20/14 22:48,9/20/14 22:51,3.48704,0.656115,0.179484,0.0568208,0.0106151
9/20/14 22:56,9/20/14 22:59,3.90249,0.652988,0.171141,0.0564847,0.00916816
9/20/14 23:04,9/20/14 23:07,3.32876,0.642769,0.183164,0.0503646,0.00911516
9/20/14 23:12,9/20/14 23:15,3.96772,0.644708,0.171063,0.0744988,0.00859697
9/20/14 23:20,9/20/14 23:23,3.51735,0.630912,0.208536,0.073112,0.00693155
9/20/14 23:28,9/20/14 23:31,3.3527,0.665561,0.221108,0.0588265,0.0080369
9/20/14 23:36,9/20/14 23:39,3.20995,0.715003,0.213864,0.0449015,0.00935695
9/20/14 23:52,9/20/14 23:55,3.83222,0.759436,0.22142,0.0587751,0.00674525
9/21/14 0:00,9/21/14 0:03,3.78865,0.73194,0.233128,0.071889,0.00965091
9/21/14 0:08,9/21/14 0:11,3.47661,0.706831,0.225801,0.0650678,0.00934131
9/21/14 0:16,9/21/14 0:19,3.72451,0.719565,0.238956,0.0647343,0.00695971
9/21/14 0:24,9/21/14 0:27,3.79744,0.743954,0.244117,0.0695289,0.00792005
9/21/14 0:32,9/21/14 0:35,3.96658,0.769492,0.257246,0.0649158,0.0112608
9/21/14 0:40,9/21/14 0:43,4.32542,0.832969,0.2761,0.0885116,0.0105468
9/21/14 0:48,9/21/14 0:51,4.13854,0.779567,0.263044,0.0718827,0.0121994
9/21/14 0:56,9/21/14 0:59,4.41113,0.798458,0.274948,0.0723162,0.0123937
9/21/14 1:04,9/21/14 1:07,4.49137,0.849398,0.277168,0.091366,0.00555801
9/21/14 1:12,9/21/14 1:15,4.43072,0.893558,0.271901,0.0881058,0.00873013
9/21/14 1:20,9/21/14 1:23,4.36297,0.864108,0.28253,0.0981849,0.012342
9/21/14 1:28,9/21/14 1:31,4.44112,0.821155,0.283733,0.114754,0.0123574
9/21/14 1:36,9/21/14 1:39,4.53865,0.855916,0.29016,0.100732,0.0116291
9/21/14 1:44,9/21/14 1:47,4.44989,0.876387,0.283671,0.114787,0.010441
9/21/14 1:52,9/21/14 1:55,4.30351,0.806622,0.308119,0.129897,0.0124831
9/21/14 2:00,9/21/14 2:03,4.43578,0.837215,0.29374,0.117303,0.0135773
9/21/14 2:08,9/21/14 2:11,4.50228,0.863836,0.310475,0.140943,0.0135215
9/21/14 2:16,9/21/14 2:19,4.40801,0.869264,0.320094,0.151514,0.0145276
9/21/14 2:24,9/21/14 2:27,4.45809,0.861394,0.292659,0.121198,0.00962897
9/21/14 2:32,9/21/14 2:35,4.31197,0.846701,0.28481,0.10291,0.00700661
9/21/14 2:40,9/21/14 2:43,4.47648,0.8594,0.288576,0.102996,0.0109062
9/21/14 2:48,9/21/14 2:51,4.21985,0.818614,0.290177,0.110717,0.0109553
9/21/14 2:56,9/21/14 2:59,4.31069,0.839799,0.301729,0.116018,0.0134792
9/21/14 3:04,9/21/14 3:07,4.2255,0.796186,0.27734,0.100405,0.00968532
9/21/14 3:12,9/21/14 3:15,4.15981,0.822853,0.279793,0.0966625,0.0115856
9/21/14 3:20,9/21/14 3:23,4.27381,0.816044,0.275429,0.105687,0.0115174
9/21/14 3:28,9/21/14 3:31,4.33898,0.847941,0.275039,0.0928723,0.00920649
9/21/14 3:36,9/21/14 3:39,6.10814,0.880268,0.261797,0.107783,0.0110814
9/21/14 3:44,9/21/14 3:47,4.96163,0.827876,0.294649,0.118415,0.0115486
9/21/14 3:52,9/21/14 3:55,4.82394,0.79061,0.28782,0.119208,0.0124869
9/21/14 4:00,9/21/14 4:03,4.99169,0.803522,0.296015,0.129774,0.0137903
9/21/14 4:08,9/21/14 4:11,5.12279,0.821831,0.288928,0.129712,0.0153123
9/21/14 4:16,9/21/14 4:19,5.41057,0.851134,0.298939,0.126191,0.0149733
9/21/14 4:24,9/21/14 4:27,5.10434,0.844322,0.296537,0.121347,0.00952299
9/21/14 4:32,9/21/14 4:35,4.83489,0.837474,0.300156,0.114379,0.0159309
9/21/14 4:40,9/21/14 4:43,4.9115,0.815014,0.28881,0.118819,0.0133224
9/21/14 4:48,9/21/14 4:51,4.558,0.817083,0.279939,0.112816,0.011524
9/21/14 4:56,9/21/14 4:59,4.4274,0.807826,0.280031,0.110358,0.0130253
9/21/14 5:04,9/21/14 5:07,4.09564,0.7688,0.247356,0.082827,0.0104302
9/21/14 5:12,9/21/14 5:15,4.18155,0.798462,0.252663,0.0785082,0.0122549
9/21/14 5:20,9/21/14 5:23,4.32206,0.80695,0.249904,0.087195,0.0126219
9/21/14 5:28,9/21/14 5:31,4.22315,0.794557,0.231618,0.0915323,0.0100974
9/21/14 5:36,9/21/14 5:39,4.28899,0.791712,0.250393,0.0818808,0.0128146
9/21/14 5:44,9/21/14 5:47,4.38747,0.792583,0.232049,0.0948607,0.0116457
9/21/14 6:16,9/21/14 6:19,5.06781,0.800428,0.249401,0.0884326,0.0103387
9/21/14 6:24,9/21/14 6:27,8.35528,0.892294,0.299393,0.17296,0.0161479
9/21/14 6:32,9/21/14 6:35,6.48841,0.843418,0.281671,0.137494,0.0130727
9/21/14 6:40,9/21/14 6:43,7.43943,0.852554,0.286573,0.124461,0.0141706
9/21/14 6:48,9/21/14 6:51,8.13356,0.871626,0.261539,0.129064,0.0142044
9/21/14 6:56,9/21/14 6:59,8.51126,0.874179,0.274049,0.13024,0.0150752
9/21/14 7:04,9/21/14 7:07,9.53103,0.897339,0.268025,0.132502,0.0144868
9/21/14 7:12,9/21/14 7:15,9.406,0.91196,0.261047,0.120719,0.0136061
9/21/14 7:20,9/21/14 7:23,9.46358,0.869658,0.272139,0.111357,0.0144076
9/21/14 7:28,9/21/14 7:31,9.28193,0.85047,0.280171,0.133949,0.0166652
9/21/14 7:36,9/21/14 7:39,11.5861,0.924693,0.33198,0.185621,0.0282368
9/21/14 7:44,9/21/14 7:47,11.0401,0.888076,0.308424,0.150941,0.0205298
9/21/14 7:52,9/21/14 7:55,9.2865,0.880256,0.264873,0.117791,0.0119845
9/21/14 8:00,9/21/14 8:03,8.71223,0.874594,0.284086,0.130615,0.0170817
9/21/14 8:08,9/21/14 8:11,9.17439,0.862092,0.286719,0.136938,0.0191938
9/21/14 8:16,9/21/14 8:19,8.30988,0.845964,0.263877,0.105295,0.014388
9/21/14 8:24,9/21/14 8:27,7.75973,0.79781,0.258066,0.0982564,0.0152567
9/21/14 8:32,9/21/14 8:35,8.62941,0.827065,0.291949,0.113022,0.0145579
9/21/14 8:40,9/21/14 8:43,9.16262,0.851571,0.301631,0.135561,0.0182893
9/21/14 8:48,9/21/14 8:51,8.84977,0.841315,0.279857,0.121957,0.0166961
9/21/14 8:56,9/21/14 8:59,8.33588,0.848614,0.289993,0.129445,0.0155237
9/21/14 9:04,9/21/14 9:07,10.5371,0.88309,0.308308,0.162995,0.0213479
9/21/14 9:12,9/21/14 9:15,9.69783,0.864425,0.314554,0.163957,0.0231399
9/21/14 9:20,9/21/14 9:23,8.38281,0.762991,0.279733,0.148577,0.0196571
9/21/14 9:36,9/21/14 9:39,7.63825,0.612178,0.238755,0.13159,0.0160878
9/21/14 9:44,9/21/14 9:47,5.57403,0.462907,0.169745,0.0881852,0.0154526
9/21/14 9:52,9/21/14 9:55,9.74898,0.842496,0.308991,0.141349,0.0218704
9/21/14 10:00,9/21/14 10:03,6.86966,0.716143,0.25259,0.09342,0.0130412
9/21/14 10:08,9/21/14 10:11,6.26572,0.776868,0.258438,0.100949,0.0153436
9/21/14 10:16,9/21/14 10:19,6.42743,0.757978,0.271942,0.107892,0.014363
9/21/14 10:24,9/21/14 10:27,6.31217,0.725824,0.27423,0.131577,0.0213579
9/21/14 10:32,9/21/14 10:35,6.34783,0.784928,0.278253,0.127294,0.0195444
9/21/14 10:40,9/21/14 10:43,5.86801,0.754461,0.269481,0.119051,0.0202205
9/21/14 10:48,9/21/14 10:51,5.61538,0.794157,0.288229,0.157149,0.0239348
9/21/14 10:56,9/21/14 10:59,5.56133,0.841018,0.313189,0.17199,0.0337574
9/21/14 11:04,9/21/14 11:07,5.47429,0.878924,0.297622,0.12417,0.0218093
